14-07-2025,17:50:11,0.000
14-07-2025,17:50:12,0.000
14-07-2025,17:50:13,0.000
14-07-2025,17:50:14,0.000
14-07-2025,17:50:15,0.000
14-07-2025,17:50:16,0.000
14-07-2025,17:50:17,0.000
14-07-2025,17:50:18,0.000
14-07-2025,17:50:19,0.000
14-07-2025,17:50:20,0.000

Model:,DustTrak II
Model Number:,8532
Serial Number:,8532105203
Test ID:,002
Test Abbreviation:,TEST 4 TALCA_002
Start Date:,14-07-2025
Start Time:,17:51:15
Duration (dd:hh:mm:ss):,0:00:03:00
Log Interval (mm:ss):,00:01
Number of points:,184
Notes:,ERROR: FILTER, 

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.038
,Minimum:,0.030
,Time of Minimum:,17:52:09
,Date of Minimum:,14-07-2025
,Maximum:,0.059
,Time of Maximum:,17:52:31
,Date of Maximum:,14-07-2025

Calibration,Sensor:,AEROSOL
,Cal. date,29-05-2014

Date,Time,AEROSOL
dd-MM-yyyy,hh:mm:ss,mg/m^3
14-07-2025,17:51:16,0.031
14-07-2025,17:51:17,0.034
14-07-2025,17:51:18,0.034
14-07-2025,17:51:19,0.033
14-07-2025,17:51:20,0.034
14-07-2025,17:51:21,0.034
14-07-2025,17:51:22,0.036
14-07-2025,17:51:23,0.032
14-07-2025,17:51:24,0.031
14-07-2025,17:51:25,0.031
14-07-2025,17:51:26,0.032
14-07-2025,17:51:27,0.032
14-07-2025,17:51:28,0.032
14-07-2025,17:51:29,0.032
14-07-2025,17:51:30,0.031
14-07-2025,17:51:31,0.031
14-07-2025,17:51:32,0.032
14-07-2025,17:51:33,0.033
14-07-2025,17:51:34,0.034
14-07-2025,17:51:35,0.036
14-07-2025,17:51:36,0.036
14-07-2025,17:51:37,0.036
14-07-2025,17:51:38,0.037
14-07-2025,17:51:39,0.040
14-07-2025,17:51:40,0.043
14-07-2025,17:51:41,0.042
14-07-2025,17:51:42,0.037
14-07-2025,17:51:43,0.037
14-07-2025,17:51:44,0.036
14-07-2025,17:51:45,0.034
14-07-2025,17:51:46,0.037
14-07-2025,17:51:47,0.039
14-07-2025,17:51:48,0.038
14-07-2025,17:51:49,0.038
14-07-2025,17:51:50,0.036
14-07-2025,17:51:51,0.039
14-07-2025,17:51:52,0.040
14-07-2025,17:51:53,0.038
14-07-2025,17:51:54,0.041
14-07-2025,17:51:55,0.041
14-07-2025,17:51:56,0.040
14-07-2025,17:51:57,0.039
14-07-2025,17:51:58,0.037
14-07-2025,17:51:59,0.036
14-07-2025,17:52:00,0.035
14-07-2025,17:52:01,0.035
14-07-2025,17:52:02,0.038
14-07-2025,17:52:03,0.036
14-07-2025,17:52:04,0.032
14-07-2025,17:52:05,0.032
14-07-2025,17:52:06,0.033
14-07-2025,17:52:07,0.034
14-07-2025,17:52:08,0.034
14-07-2025,17:52:09,0.030
14-07-2025,17:52:10,0.034
14-07-2025,17:52:11,0.035
14-07-2025,17:52:12,0.035
14-07-2025,17:52:13,0.034
14-07-2025,17:52:14,0.034
14-07-2025,17:52:15,0.035
14-07-2025,17:52:16,0.035
14-07-2025,17:52:17,0.037
14-07-2025,17:52:18,0.038
14-07-2025,17:52:19,0.037
14-07-2025,17:52:20,0.037
14-07-2025,17:52:21,0.038
14-07-2025,17:52:22,0.039
14-07-2025,17:52:23,0.036
14-07-2025,17:52:24,0.039
14-07-2025,17:52:25,0.053
14-07-2025,17:52:26,0.055
14-07-2025,17:52:27,0.055
14-07-2025,17:52:28,0.050
14-07-2025,17:52:29,0.054
14-07-2025,17:52:30,0.056
14-07-2025,17:52:31,0.059
14-07-2025,17:52:32,0.055
14-07-2025,17:52:33,0.052
14-07-2025,17:52:34,0.049
14-07-2025,17:52:35,0.049
14-07-2025,17:52:36,0.057
14-07-2025,17:52:37,0.057
14-07-2025,17:52:38,0.057
14-07-2025,17:52:39,0.057
14-07-2025,17:52:40,0.056
14-07-2025,17:52:41,0.057
14-07-2025,17:52:42,0.048
14-07-2025,17:52:43,0.044
14-07-2025,17:52:44,0.044
14-07-2025,17:52:45,0.047
14-07-2025,17:52:46,0.046
14-07-2025,17:52:47,0.041
14-07-2025,17:52:48,0.039
14-07-2025,17:52:49,0.037
14-07-2025,17:52:50,0.037
14-07-2025,17:52:51,0.035
14-07-2025,17:52:52,0.034
14-07-2025,17:52:53,0.035
14-07-2025,17:52:54,0.035
14-07-2025,17:52:55,0.034
14-07-2025,17:52:56,0.034
14-07-2025,17:52:57,0.034
14-07-2025,17:52:58,0.035
14-07-2025,17:52:59,0.037
14-07-2025,17:53:00,0.042
14-07-2025,17:53:01,0.041
14-07-2025,17:53:02,0.040
14-07-2025,17:53:03,0.042
14-07-2025,17:53:04,0.044
14-07-2025,17:53:05,0.044
14-07-2025,17:53:06,0.042
14-07-2025,17:53:07,0.039
14-07-2025,17:53:08,0.036
14-07-2025,17:53:09,0.039
14-07-2025,17:53:10,0.046
14-07-2025,17:53:11,0.045
14-07-2025,17:53:12,0.043
14-07-2025,17:53:13,0.039
14-07-2025,17:53:14,0.038
14-07-2025,17:53:15,0.040
14-07-2025,17:53:16,0.042
14-07-2025,17:53:17,0.041
14-07-2025,17:53:18,0.044
14-07-2025,17:53:19,0.047
14-07-2025,17:53:20,0.046
14-07-2025,17:53:21,0.046
14-07-2025,17:53:22,0.044
14-07-2025,17:53:23,0.042
14-07-2025,17:53:24,0.043
14-07-2025,17:53:25,0.044
14-07-2025,17:53:26,0.044
14-07-2025,17:53:27,0.042
14-07-2025,17:53:28,0.040
14-07-2025,17:53:29,0.041
14-07-2025,17:53:30,0.040
14-07-2025,17:53:31,0.039
14-07-2025,17:53:32,0.038
14-07-2025,17:53:33,0.035
14-07-2025,17:53:34,0.038
14-07-2025,17:53:35,0.036
14-07-2025,17:53:36,0.036
14-07-2025,17:53:37,0.037
14-07-2025,17:53:38,0.036
14-07-2025,17:53:39,0.035
14-07-2025,17:53:40,0.034
14-07-2025,17:53:41,0.037
14-07-2025,17:53:42,0.038
14-07-2025,17:53:43,0.035
14-07-2025,17:53:44,0.033
14-07-2025,17:53:45,0.033
14-07-2025,17:53:46,0.034
14-07-2025,17:53:47,0.033
14-07-2025,17:53:48,0.034
14-07-2025,17:53:49,0.035
14-07-2025,17:53:50,0.032
14-07-2025,17:53:51,0.033
14-07-2025,17:53:52,0.033
14-07-2025,17:53:53,0.034
14-07-2025,17:53:54,0.034
14-07-2025,17:53:55,0.033
14-07-2025,17:53:56,0.032
14-07-2025,17:53:57,0.033
14-07-2025,17:53:58,0.035
14-07-2025,17:53:59,0.035
14-07-2025,17:54:00,0.035
14-07-2025,17:54:01,0.034
14-07-2025,17:54:02,0.034
14-07-2025,17:54:03,0.034
14-07-2025,17:54:04,0.033
14-07-2025,17:54:05,0.034
14-07-2025,17:54:06,0.035
14-07-2025,17:54:07,0.033
14-07-2025,17:54:08,0.035
14-07-2025,17:54:09,0.033
14-07-2025,17:54:10,0.032
14-07-2025,17:54:11,0.032
14-07-2025,17:54:12,0.032
14-07-2025,17:54:13,0.031
14-07-2025,17:54:14,0.032
14-07-2025,17:54:15,0.033
14-07-2025,17:54:16,0.033
14-07-2025,17:54:17,0.033
14-07-2025,17:54:18,0.033
14-07-2025,17:54:19,0.034

Model:,DustTrak II
Model Number:,8532
Serial Number:,8532105203
Test ID:,003
Test Abbreviation:,TEST 4 TALCA_003
Start Date:,14-07-2025
Start Time:,18:04:16
Duration (dd:hh:mm:ss):,0:00:50:00
Log Interval (mm:ss):,00:01
Number of points:,3007
Notes:,ERROR: FILTER, 

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.144
,Minimum:,0.041
,Time of Minimum:,18:29:21
,Date of Minimum:,14-07-2025
,Maximum:,0.934
,Time of Maximum:,18:22:11
,Date of Maximum:,14-07-2025

Calibration,Sensor:,AEROSOL
,Cal. date,29-05-2014

Date,Time,AEROSOL
dd-MM-yyyy,hh:mm:ss,mg/m^3
14-07-2025,18:04:17,0.067
14-07-2025,18:04:18,0.069
14-07-2025,18:04:19,0.067
14-07-2025,18:04:20,0.067
14-07-2025,18:04:21,0.068
14-07-2025,18:04:22,0.068
14-07-2025,18:04:23,0.068
14-07-2025,18:04:24,0.071
14-07-2025,18:04:25,0.071
14-07-2025,18:04:26,0.070
14-07-2025,18:04:27,0.068
14-07-2025,18:04:28,0.067
14-07-2025,18:04:29,0.070
14-07-2025,18:04:30,0.074
14-07-2025,18:04:31,0.070
14-07-2025,18:04:32,0.069
14-07-2025,18:04:33,0.068
14-07-2025,18:04:34,0.070
14-07-2025,18:04:35,0.073
14-07-2025,18:04:36,0.073
14-07-2025,18:04:37,0.070
14-07-2025,18:04:38,0.068
14-07-2025,18:04:39,0.067
14-07-2025,18:04:40,0.068
14-07-2025,18:04:41,0.070
14-07-2025,18:04:42,0.070
14-07-2025,18:04:43,0.071
14-07-2025,18:04:44,0.068
14-07-2025,18:04:45,0.072
14-07-2025,18:04:46,0.071
14-07-2025,18:04:47,0.068
14-07-2025,18:04:48,0.073
14-07-2025,18:04:49,0.073
14-07-2025,18:04:50,0.071
14-07-2025,18:04:51,0.071
14-07-2025,18:04:52,0.074
14-07-2025,18:04:53,0.072
14-07-2025,18:04:54,0.071
14-07-2025,18:04:55,0.073
14-07-2025,18:04:56,0.073
14-07-2025,18:04:57,0.069
14-07-2025,18:04:58,0.072
14-07-2025,18:04:59,0.072
14-07-2025,18:05:00,0.071
14-07-2025,18:05:01,0.070
14-07-2025,18:05:02,0.071
14-07-2025,18:05:03,0.071
14-07-2025,18:05:04,0.071
14-07-2025,18:05:05,0.073
14-07-2025,18:05:06,0.074
14-07-2025,18:05:07,0.076
14-07-2025,18:05:08,0.075
14-07-2025,18:05:09,0.070
14-07-2025,18:05:10,0.070
14-07-2025,18:05:11,0.073
14-07-2025,18:05:12,0.075
14-07-2025,18:05:13,0.072
14-07-2025,18:05:14,0.073
14-07-2025,18:05:15,0.071
14-07-2025,18:05:16,0.071
14-07-2025,18:05:17,0.070
14-07-2025,18:05:18,0.071
14-07-2025,18:05:19,0.071
14-07-2025,18:05:20,0.069
14-07-2025,18:05:21,0.069
14-07-2025,18:05:22,0.070
14-07-2025,18:05:23,0.071
14-07-2025,18:05:24,0.072
14-07-2025,18:05:25,0.075
14-07-2025,18:05:26,0.072
14-07-2025,18:05:27,0.073
14-07-2025,18:05:28,0.070
14-07-2025,18:05:29,0.069
14-07-2025,18:05:30,0.072
14-07-2025,18:05:31,0.073
14-07-2025,18:05:32,0.073
14-07-2025,18:05:33,0.072
14-07-2025,18:05:34,0.073
14-07-2025,18:05:35,0.068
14-07-2025,18:05:36,0.071
14-07-2025,18:05:37,0.071
14-07-2025,18:05:38,0.070
14-07-2025,18:05:39,0.074
14-07-2025,18:05:40,0.072
14-07-2025,18:05:41,0.072
14-07-2025,18:05:42,0.072
14-07-2025,18:05:43,0.070
14-07-2025,18:05:44,0.069
14-07-2025,18:05:45,0.068
14-07-2025,18:05:46,0.069
14-07-2025,18:05:47,0.069
14-07-2025,18:05:48,0.070
14-07-2025,18:05:49,0.071
14-07-2025,18:05:50,0.069
14-07-2025,18:05:51,0.070
14-07-2025,18:05:52,0.071
14-07-2025,18:05:53,0.072
14-07-2025,18:05:54,0.070
14-07-2025,18:05:55,0.070
14-07-2025,18:05:56,0.070
14-07-2025,18:05:57,0.069
14-07-2025,18:05:58,0.071
14-07-2025,18:05:59,0.072
14-07-2025,18:06:00,0.071
14-07-2025,18:06:01,0.071
14-07-2025,18:06:02,0.072
14-07-2025,18:06:03,0.075
14-07-2025,18:06:04,0.073
14-07-2025,18:06:05,0.069
14-07-2025,18:06:06,0.071
14-07-2025,18:06:07,0.071
14-07-2025,18:06:08,0.070
14-07-2025,18:06:09,0.066
14-07-2025,18:06:10,0.069
14-07-2025,18:06:11,0.071
14-07-2025,18:06:12,0.071
14-07-2025,18:06:13,0.073
14-07-2025,18:06:14,0.071
14-07-2025,18:06:15,0.069
14-07-2025,18:06:16,0.068
14-07-2025,18:06:17,0.068
14-07-2025,18:06:18,0.070
14-07-2025,18:06:19,0.068
14-07-2025,18:06:20,0.069
14-07-2025,18:06:21,0.070
14-07-2025,18:06:22,0.067
14-07-2025,18:06:23,0.067
14-07-2025,18:06:24,0.066
14-07-2025,18:06:25,0.070
14-07-2025,18:06:26,0.072
14-07-2025,18:06:27,0.070
14-07-2025,18:06:28,0.069
14-07-2025,18:06:29,0.071
14-07-2025,18:06:30,0.073
14-07-2025,18:06:31,0.069
14-07-2025,18:06:32,0.066
14-07-2025,18:06:33,0.067
14-07-2025,18:06:34,0.069
14-07-2025,18:06:35,0.069
14-07-2025,18:06:36,0.066
14-07-2025,18:06:37,0.068
14-07-2025,18:06:38,0.067
14-07-2025,18:06:39,0.071
14-07-2025,18:06:40,0.070
14-07-2025,18:06:41,0.069
14-07-2025,18:06:42,0.068
14-07-2025,18:06:43,0.075
14-07-2025,18:06:44,0.075
14-07-2025,18:06:45,0.071
14-07-2025,18:06:46,0.069
14-07-2025,18:06:47,0.070
14-07-2025,18:06:48,0.070
14-07-2025,18:06:49,0.070
14-07-2025,18:06:50,0.070
14-07-2025,18:06:51,0.068
14-07-2025,18:06:52,0.067
14-07-2025,18:06:53,0.068
14-07-2025,18:06:54,0.064
14-07-2025,18:06:55,0.061
14-07-2025,18:06:56,0.064
14-07-2025,18:06:57,0.065
14-07-2025,18:06:58,0.065
14-07-2025,18:06:59,0.064
14-07-2025,18:07:00,0.064
14-07-2025,18:07:01,0.068
14-07-2025,18:07:02,0.075
14-07-2025,18:07:03,0.072
14-07-2025,18:07:04,0.069
14-07-2025,18:07:05,0.067
14-07-2025,18:07:06,0.068
14-07-2025,18:07:07,0.068
14-07-2025,18:07:08,0.068
14-07-2025,18:07:09,0.065
14-07-2025,18:07:10,0.066
14-07-2025,18:07:11,0.067
14-07-2025,18:07:12,0.065
14-07-2025,18:07:13,0.066
14-07-2025,18:07:14,0.066
14-07-2025,18:07:15,0.070
14-07-2025,18:07:16,0.069
14-07-2025,18:07:17,0.070
14-07-2025,18:07:18,0.069
14-07-2025,18:07:19,0.071
14-07-2025,18:07:20,0.069
14-07-2025,18:07:21,0.069
14-07-2025,18:07:22,0.072
14-07-2025,18:07:23,0.069
14-07-2025,18:07:24,0.064
14-07-2025,18:07:25,0.065
14-07-2025,18:07:26,0.066
14-07-2025,18:07:27,0.067
14-07-2025,18:07:28,0.068
14-07-2025,18:07:29,0.071
14-07-2025,18:07:30,0.069
14-07-2025,18:07:31,0.067
14-07-2025,18:07:32,0.067
14-07-2025,18:07:33,0.067
14-07-2025,18:07:34,0.066
14-07-2025,18:07:35,0.064
14-07-2025,18:07:36,0.065
14-07-2025,18:07:37,0.067
14-07-2025,18:07:38,0.068
14-07-2025,18:07:39,0.065
14-07-2025,18:07:40,0.063
14-07-2025,18:07:41,0.063
14-07-2025,18:07:42,0.068
14-07-2025,18:07:43,0.070
14-07-2025,18:07:44,0.067
14-07-2025,18:07:45,0.065
14-07-2025,18:07:46,0.065
14-07-2025,18:07:47,0.065
14-07-2025,18:07:48,0.066
14-07-2025,18:07:49,0.066
14-07-2025,18:07:50,0.066
14-07-2025,18:07:51,0.066
14-07-2025,18:07:52,0.065
14-07-2025,18:07:53,0.065
14-07-2025,18:07:54,0.066
14-07-2025,18:07:55,0.067
14-07-2025,18:07:56,0.065
14-07-2025,18:07:57,0.064
14-07-2025,18:07:58,0.067
14-07-2025,18:07:59,0.068
14-07-2025,18:08:00,0.068
14-07-2025,18:08:01,0.067
14-07-2025,18:08:02,0.069
14-07-2025,18:08:03,0.070
14-07-2025,18:08:04,0.070
14-07-2025,18:08:05,0.065
14-07-2025,18:08:06,0.064
14-07-2025,18:08:07,0.064
14-07-2025,18:08:08,0.070
14-07-2025,18:08:09,0.068
14-07-2025,18:08:10,0.067
14-07-2025,18:08:11,0.068
14-07-2025,18:08:12,0.070
14-07-2025,18:08:13,0.072
14-07-2025,18:08:14,0.067
14-07-2025,18:08:15,0.068
14-07-2025,18:08:16,0.071
14-07-2025,18:08:17,0.074
14-07-2025,18:08:18,0.078
14-07-2025,18:08:19,0.074
14-07-2025,18:08:20,0.073
14-07-2025,18:08:21,0.074
14-07-2025,18:08:22,0.073
14-07-2025,18:08:23,0.073
14-07-2025,18:08:24,0.073
14-07-2025,18:08:25,0.073
14-07-2025,18:08:26,0.074
14-07-2025,18:08:27,0.074
14-07-2025,18:08:28,0.075
14-07-2025,18:08:29,0.077
14-07-2025,18:08:30,0.077
14-07-2025,18:08:31,0.074
14-07-2025,18:08:32,0.077
14-07-2025,18:08:33,0.079
14-07-2025,18:08:34,0.075
14-07-2025,18:08:35,0.076
14-07-2025,18:08:36,0.078
14-07-2025,18:08:37,0.079
14-07-2025,18:08:38,0.079
14-07-2025,18:08:39,0.076
14-07-2025,18:08:40,0.077
14-07-2025,18:08:41,0.078
14-07-2025,18:08:42,0.074
14-07-2025,18:08:43,0.074
14-07-2025,18:08:44,0.074
14-07-2025,18:08:45,0.074
14-07-2025,18:08:46,0.075
14-07-2025,18:08:47,0.073
14-07-2025,18:08:48,0.074
14-07-2025,18:08:49,0.077
14-07-2025,18:08:50,0.077
14-07-2025,18:08:51,0.077
14-07-2025,18:08:52,0.076
14-07-2025,18:08:53,0.076
14-07-2025,18:08:54,0.074
14-07-2025,18:08:55,0.073
14-07-2025,18:08:56,0.074
14-07-2025,18:08:57,0.074
14-07-2025,18:08:58,0.073
14-07-2025,18:08:59,0.074
14-07-2025,18:09:00,0.076
14-07-2025,18:09:01,0.074
14-07-2025,18:09:02,0.073
14-07-2025,18:09:03,0.074
14-07-2025,18:09:04,0.075
14-07-2025,18:09:05,0.077
14-07-2025,18:09:06,0.078
14-07-2025,18:09:07,0.077
14-07-2025,18:09:08,0.074
14-07-2025,18:09:09,0.076
14-07-2025,18:09:10,0.076
14-07-2025,18:09:11,0.073
14-07-2025,18:09:12,0.074
14-07-2025,18:09:13,0.073
14-07-2025,18:09:14,0.073
14-07-2025,18:09:15,0.074
14-07-2025,18:09:16,0.071
14-07-2025,18:09:17,0.072
14-07-2025,18:09:18,0.075
14-07-2025,18:09:19,0.077
14-07-2025,18:09:20,0.077
14-07-2025,18:09:21,0.072
14-07-2025,18:09:22,0.072
14-07-2025,18:09:23,0.071
14-07-2025,18:09:24,0.068
14-07-2025,18:09:25,0.071
14-07-2025,18:09:26,0.073
14-07-2025,18:09:27,0.068
14-07-2025,18:09:28,0.070
14-07-2025,18:09:29,0.067
14-07-2025,18:09:30,0.066
14-07-2025,18:09:31,0.065
14-07-2025,18:09:32,0.066
14-07-2025,18:09:33,0.068
14-07-2025,18:09:34,0.067
14-07-2025,18:09:35,0.065
14-07-2025,18:09:36,0.070
14-07-2025,18:09:37,0.075
14-07-2025,18:09:38,0.072
14-07-2025,18:09:39,0.067
14-07-2025,18:09:40,0.065
14-07-2025,18:09:41,0.066
14-07-2025,18:09:42,0.067
14-07-2025,18:09:43,0.068
14-07-2025,18:09:44,0.068
14-07-2025,18:09:45,0.072
14-07-2025,18:09:46,0.073
14-07-2025,18:09:47,0.075
14-07-2025,18:09:48,0.073
14-07-2025,18:09:49,0.070
14-07-2025,18:09:50,0.070
14-07-2025,18:09:51,0.071
14-07-2025,18:09:52,0.072
14-07-2025,18:09:53,0.073
14-07-2025,18:09:54,0.069
14-07-2025,18:09:55,0.071
14-07-2025,18:09:56,0.076
14-07-2025,18:09:57,0.071
14-07-2025,18:09:58,0.065
14-07-2025,18:09:59,0.063
14-07-2025,18:10:00,0.063
14-07-2025,18:10:01,0.066
14-07-2025,18:10:02,0.068
14-07-2025,18:10:03,0.067
14-07-2025,18:10:04,0.066
14-07-2025,18:10:05,0.065
14-07-2025,18:10:06,0.060
14-07-2025,18:10:07,0.061
14-07-2025,18:10:08,0.063
14-07-2025,18:10:09,0.063
14-07-2025,18:10:10,0.064
14-07-2025,18:10:11,0.065
14-07-2025,18:10:12,0.065
14-07-2025,18:10:13,0.066
14-07-2025,18:10:14,0.065
14-07-2025,18:10:15,0.065
14-07-2025,18:10:16,0.064
14-07-2025,18:10:17,0.062
14-07-2025,18:10:18,0.061
14-07-2025,18:10:19,0.063
14-07-2025,18:10:20,0.065
14-07-2025,18:10:21,0.062
14-07-2025,18:10:22,0.063
14-07-2025,18:10:23,0.066
14-07-2025,18:10:24,0.065
14-07-2025,18:10:25,0.065
14-07-2025,18:10:26,0.064
14-07-2025,18:10:27,0.064
14-07-2025,18:10:28,0.066
14-07-2025,18:10:29,0.067
14-07-2025,18:10:30,0.065
14-07-2025,18:10:31,0.067
14-07-2025,18:10:32,0.065
14-07-2025,18:10:33,0.064
14-07-2025,18:10:34,0.064
14-07-2025,18:10:35,0.064
14-07-2025,18:10:36,0.065
14-07-2025,18:10:37,0.067
14-07-2025,18:10:38,0.067
14-07-2025,18:10:39,0.065
14-07-2025,18:10:40,0.065
14-07-2025,18:10:41,0.067
14-07-2025,18:10:42,0.068
14-07-2025,18:10:43,0.065
14-07-2025,18:10:44,0.066
14-07-2025,18:10:45,0.069
14-07-2025,18:10:46,0.067
14-07-2025,18:10:47,0.066
14-07-2025,18:10:48,0.066
14-07-2025,18:10:49,0.064
14-07-2025,18:10:50,0.064
14-07-2025,18:10:51,0.064
14-07-2025,18:10:52,0.064
14-07-2025,18:10:53,0.064
14-07-2025,18:10:54,0.065
14-07-2025,18:10:55,0.068
14-07-2025,18:10:56,0.065
14-07-2025,18:10:57,0.066
14-07-2025,18:10:58,0.065
14-07-2025,18:10:59,0.065
14-07-2025,18:11:00,0.067
14-07-2025,18:11:01,0.069
14-07-2025,18:11:02,0.069
14-07-2025,18:11:03,0.067
14-07-2025,18:11:04,0.070
14-07-2025,18:11:05,0.071
14-07-2025,18:11:06,0.071
14-07-2025,18:11:07,0.071
14-07-2025,18:11:08,0.071
14-07-2025,18:11:09,0.072
14-07-2025,18:11:10,0.073
14-07-2025,18:11:11,0.072
14-07-2025,18:11:12,0.071
14-07-2025,18:11:13,0.074
14-07-2025,18:11:14,0.074
14-07-2025,18:11:15,0.071
14-07-2025,18:11:16,0.070
14-07-2025,18:11:17,0.072
14-07-2025,18:11:18,0.072
14-07-2025,18:11:19,0.070
14-07-2025,18:11:20,0.071
14-07-2025,18:11:21,0.071
14-07-2025,18:11:22,0.075
14-07-2025,18:11:23,0.077
14-07-2025,18:11:24,0.077
14-07-2025,18:11:25,0.075
14-07-2025,18:11:26,0.073
14-07-2025,18:11:27,0.070
14-07-2025,18:11:28,0.067
14-07-2025,18:11:29,0.065
14-07-2025,18:11:30,0.065
14-07-2025,18:11:31,0.073
14-07-2025,18:11:32,0.077
14-07-2025,18:11:33,0.076
14-07-2025,18:11:34,0.082
14-07-2025,18:11:35,0.090
14-07-2025,18:11:36,0.091
14-07-2025,18:11:37,0.090
14-07-2025,18:11:38,0.082
14-07-2025,18:11:39,0.078
14-07-2025,18:11:40,0.077
14-07-2025,18:11:41,0.078
14-07-2025,18:11:42,0.081
14-07-2025,18:11:43,0.085
14-07-2025,18:11:44,0.095
14-07-2025,18:11:45,0.089
14-07-2025,18:11:46,0.094
14-07-2025,18:11:47,0.097
14-07-2025,18:11:48,0.099
14-07-2025,18:11:49,0.100
14-07-2025,18:11:50,0.105
14-07-2025,18:11:51,0.100
14-07-2025,18:11:52,0.094
14-07-2025,18:11:53,0.090
14-07-2025,18:11:54,0.083
14-07-2025,18:11:55,0.077
14-07-2025,18:11:56,0.072
14-07-2025,18:11:57,0.074
14-07-2025,18:11:58,0.074
14-07-2025,18:11:59,0.070
14-07-2025,18:12:00,0.065
14-07-2025,18:12:01,0.066
14-07-2025,18:12:02,0.070
14-07-2025,18:12:03,0.077
14-07-2025,18:12:04,0.085
14-07-2025,18:12:05,0.092
14-07-2025,18:12:06,0.093
14-07-2025,18:12:07,0.086
14-07-2025,18:12:08,0.082
14-07-2025,18:12:09,0.073
14-07-2025,18:12:10,0.068
14-07-2025,18:12:11,0.066
14-07-2025,18:12:12,0.071
14-07-2025,18:12:13,0.077
14-07-2025,18:12:14,0.080
14-07-2025,18:12:15,0.081
14-07-2025,18:12:16,0.075
14-07-2025,18:12:17,0.068
14-07-2025,18:12:18,0.064
14-07-2025,18:12:19,0.065
14-07-2025,18:12:20,0.065
14-07-2025,18:12:21,0.070
14-07-2025,18:12:22,0.069
14-07-2025,18:12:23,0.065
14-07-2025,18:12:24,0.060
14-07-2025,18:12:25,0.060
14-07-2025,18:12:26,0.062
14-07-2025,18:12:27,0.064
14-07-2025,18:12:28,0.063
14-07-2025,18:12:29,0.063
14-07-2025,18:12:30,0.063
14-07-2025,18:12:31,0.062
14-07-2025,18:12:32,0.065
14-07-2025,18:12:33,0.064
14-07-2025,18:12:34,0.061
14-07-2025,18:12:35,0.062
14-07-2025,18:12:36,0.070
14-07-2025,18:12:37,0.071
14-07-2025,18:12:38,0.064
14-07-2025,18:12:39,0.063
14-07-2025,18:12:40,0.064
14-07-2025,18:12:41,0.064
14-07-2025,18:12:42,0.062
14-07-2025,18:12:43,0.065
14-07-2025,18:12:44,0.070
14-07-2025,18:12:45,0.066
14-07-2025,18:12:46,0.065
14-07-2025,18:12:47,0.066
14-07-2025,18:12:48,0.064
14-07-2025,18:12:49,0.067
